_id,No. de proceso,Tipo proceso,Despacho judicial actual,Jurisdicción,Valor pretensión
2291,2022-00167,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 180.642.208
2292,2022-00882,Nulidad y Restablecimiento del Derecho,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 55.233.000
2293,2023-00010,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 4.770.070
2294,2023-00014,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 4.893.392
2295,2023-00015,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 6.529.212
2296,2022-00254,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 13.044.355
2297,2022-00114,Reparacion Directa,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 2.132.332.032
2298,2022-00295,Nulidad y Restablecimiento del Derecho,JUZGADO 007 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 1.327.521
2299,2022-00202,Nulidad y Restablecimiento del Derecho,JUZGADO 006 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 65.694.375
2300,2022-00302,Reparacion Directa,JUZGADO 021 CONTENCIOSO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CALI,Administrativo,$ 635.501.913
2301,2021-00017,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 705.782.974
2302,2022-00222,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 12.889.794
2303,2022-00316,Reparacion Directa,Juzgado 038 Administrativo Oral del Circuito de Bogota,Administrativo,$ 2.260.859.136
2304,2023-00048,Nulidad y Restablecimiento del Derecho,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 762.466.000
2305,2023-00189,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Laboral,$ 820.052.544
2306,2023-00038,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 315.535.188
2307,2023-00015,Acción Popular,JUZGADO 004 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
2308,2023-00046,Acción Popular,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 0
2309,2021-00094,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 8.885.308
2310,2020-00103,Reparacion Directa,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 107.890.488
2311,2021-00195,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 300.294.336
2312,2023-00022,Nulidad y Restablecimiento del Derecho,JUZGADO 008 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 39.215.960
2313,2023-00063,Ordinario Laboral,JUZGADO 003 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 557.228.190
2314,2022-00146,Reparacion Directa,JUZGADO 006 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 2.775.000.000
2315,2023-00078,Ordinario Laboral,JUZGADO 011 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 574.892.160
2316,2023-00076,Ordinario Laboral,JUZGADO 011 LABORAL DEL CIRCUITO DE CALI,Administrativo,$ 617.037.184
2317,2022-00112,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 29.484.667
2318,2023-00032,Nulidad y Restablecimiento del Derecho,JUZGADO 011 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 296.609.792
2319,2022-00283,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 4.140.580
2320,2022-00156,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 46.933.040
2321,2022-00254,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 35.179.277
2322,2022-00237,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO DE CALI,Administrativo,$ 8.484.474
2323,2022-00267,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 158.400.000
2324,2022-00171,Reparacion Directa,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 703.012.032
2325,2022-00254,Nulidad y Restablecimiento del Derecho,JUZGADO 005 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 3.602.655
2326,2023-00025,Reparacion Directa,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 180.600.752
2327,2022-00186,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 2.932.429
2328,2016-00112,Nulidad y Restablecimiento del Derecho,JUZGADO 007 ADMINISTRATIVO DE CALI,Administrativo,$ 13.399.787
2329,2021-00140,Reparacion Directa,JUZGADO 007 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 200.045.260
2330,2023-00007,Nulidad y Restablecimiento del Derecho,JUZGADO 007 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 1.263.645
2331,2022-00205,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 5.007.084
2332,2022-00159,Nulidad Simple,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
2333,2022-00149,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 3.928.340
2334,2022-00270,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 46.339.244
2335,2023-00004,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 2.143.507
2336,2022-00164,Nulidad y Restablecimiento Suspensión,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 5.000.000
2337,2022-00304,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 5.597.125
2338,2022-00127,Reparacion Directa,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 96.521.960
2339,2022-00299,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 2.434.348
2340,2022-01066,Nulidad Simple,CONSEJO DE ESTADO SALA CONTENCIOSO ADMINISTRATIVA SECCIÓN CUARTA,Administrativo,$ 0
2341,2023-00036,Reparacion Directa,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 1.166.776.921
2342,2023-00049,Reparacion Directa,JUZGADO 006 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 2.222.517.500
2343,2022-00271,Nulidad Simple,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
2344,2022-00204,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 9.000.000
2345,2022-00208,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 429.226.400
2346,2022-00115,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 82.824.928
2347,2023-00015,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 4.767.187
2348,2022-00154,Nulidad y Restablecimiento del Derecho,JUZGADO 011 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 16.285.754
2349,2022-00174,Nulidad y Restablecimiento del Derecho,JUZGADO 011 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 5.150.065
2350,2022-00030,Nulidad y Restablecimiento del Derecho,JUZGADO 006 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 30.000.000
2351,2022-00199,Reparacion Directa,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 5.803.527
2352,2020-00190,Reparacion Directa,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 44.800.000
2353,2022-00225,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 20.000.000
2354,2023-00012,Reparacion Directa,JUZGADO 006 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 1.064.817.578
2355,2023-00042,Ordinario Laboral,Juzgado 021 Laboral del Circuito de Cali,Laboral,$ 83.479.184
2356,2022-00075,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 30.386.612
2357,2023-00100,Ordinario Laboral,JUZGADO 014 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 43.601.360
2358,2022-00085,Nulidad y Restablecimiento del Derecho,JUZGADO 003 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 1.180.463
2359,2022-00154,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 219.366.400
2360,2023-00069,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 16.421.601
2361,2022-00250,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 13.739.514
2362,2022-00231,Nulidad y Restablecimiento del Derecho,JUZGADO 008 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 11.750.167
2363,2021-00180,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 2.622.160
2364,2023-00006,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 4.209.336
2365,2022-00467,Ordinario Laboral,JUZGADO 005 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 79.381.696
2366,2022-00229,Nulidad y Restablecimiento del Derecho,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 32.146.871
2367,2022-00155,Reparacion Directa,JUZGADO 020 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 200.000.000
2368,2018-00192,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 33.807.564
2369,2019-00297,Ejecutivo,JUZGADO 017 ADMINISTRATIVO DE CALI,Administrativo,$ 10.147.588
2370,2019-00301,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 13.391.750
2371,2022-00218,Fuero Sindical,Juzgado 002 Laboral del Circuito de Cali,Laboral,$ 0
2372,2023-00054,Nulidad y Restablecimiento del Derecho,JUZGADO 011 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 145.806.344
2373,2023-00102,Ordinario Laboral,JUZGADO 011 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 110.352.445
2374,2023-00103,Ordinario Laboral,JUZGADO 011 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 66.591.167
2375,2023-00139,Ordinario Laboral,JUZGADO 003 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 78.713.000
2376,2020-00015,Ordinario Laboral,Juzgado 003 Laboral del Circuito de Palmira,Laboral,$ 63.249.640
2377,2022-01037,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 978.426.000
2378,2019-00216,Nulidad y Restablecimiento del Derecho,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 4.057.405.184
2379,2022-00099,Contractual,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 295.801.184
2380,2023-00024,Divisorio,JUZGADO 016 CIVIL DEL CIRCUITO DE CALI,Civil,$ 0
2381,2022-00125,Ordinario Laboral,JUZGADO 005 LABORAL DEL CIRCUITO DE CALI,Laboral,$ 20.000.000
2382,2019-00364,Nulidad Simple,CONSEJO DE ESTADO SALA DE LO CONTENCIOSO ADMINISTRATIVO SECCIÓN TERCERA – SUBSECCIÓN B,Administrativo,$ 0
2383,2022-00035,Reparacion Directa,JUZGADO 018 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 1.943.729.872
2384,2022-00137,Nulidad y Restablecimiento del Derecho,JUZGADO 018 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 4.269.504
2385,2022-00203,Nulidad y Restablecimiento del Derecho,JUZGADO 018 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 1.206.826
2386,2022-00022,Ordinario Laboral,Juzgado 002 Laboral del Circuito de Cali,Laboral,$ 31.310.719
2387,2023-00068,Acción de Cumplimiento,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
2388,2023-00038,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 293.795.543
2389,2022-00298,Contractual,JUZGADO 009 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 208.618.678
2390,2022-00182,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 1.206.826
2391,2021-00070,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 9.333.162
2392,2021-00153,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 13.409.214
2393,2021-00155,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 6.880.711
2394,2021-00171,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 4.286.205
2395,2021-00184,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 12.437.281
2396,2021-00187,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 7.760.935
2397,2021-00190,Ejecutivo,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 12.095.399
2398,2022-00278,Nulidad y Restablecimiento del Derecho,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 23.587.490
2399,2021-00068,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 2.780.951
2400,2021-00088,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 225.730.000
2401,2021-00154,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 7.862.722
2402,2021-00158,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 2.738.489
2403,2021-00174,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 4.756.595
2404,2021-00193,Ejecutivo,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 4.417.168
2405,2021-00186,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 6.250.316
2406,2021-00189,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 7.535.520
2407,2021-00191,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 7.745.340
2408,2022-00117,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 1.152.890
2409,2021-00199,Reparacion Directa,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 94.990.456
2410,2022-00034,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 5.488.274
2411,2022-00072,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 4.938.320
2412,2022-00071,Ejecutivo,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 10.033.787
2413,2022-00148,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 1.303.349
2414,2022-00133,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 33.635.428
2415,2022-00175,Reparacion Directa,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 435.404.352
2416,2022-00282,Divisorio,JUZGADO 010 CIVIL DEL CIRCUITO DE ORALIDAD DE CALI,Civil,$ 513.324.832
2417,2022-00190,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 88.992.032
2418,2023-00459,Reparacion Directa,SUPERINTENDENCIA DE SALUD,Administrativo,$ 0
2419,2022-00199,Nulidad y Restablecimiento del Derecho,JUZGADO 008 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
2420,2023-00038,Nulidad y Restablecimiento del Derecho,Juzgado 021 Administrativo del Circuito de Cali,Administrativo,$ 296.058.773
2421,2023-00037,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 276.205.650
2422,2022-00220,Reparacion Directa,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 127.681.880
2423,2023-00061,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 100.011.048
2424,2022-00241,Reparacion Directa,JUZGADO 017 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 169.064.592
2425,2022-00272,Nulidad y Restablecimiento del Derecho,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 21.875.610
2426,2021-00249,Reparacion Directa,JUZGADO 008 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 311.474.400
2427,2022-00244,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 64.715.503
2428,2023-00021,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 133.296.256
2429,2023-00034,Nulidad y Restablecimiento del Derecho,JUZGADO 015 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 241.673.216
2430,2023-00036,Nulidad y Restablecimiento del Derecho,JUZGADO 015 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 347.197.504
2431,2023-00105,Acción de Cumplimiento,JUZGADO 005 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
2432,2023-00101,Acción Popular,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 0
2433,2023-00085,Acción Popular,JUZGADO 012 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
2434,2023-00016,Nulidad y Restablecimiento del Derecho,JUZGADO 008 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 73.344.205
2435,2022-00234,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 8.886.709
2436,2022-00255,Reparacion Directa,JUZGADO 032 ADMINISTRATIVO SECCIÓN TERCERA,Administrativo,$ 679.319.808
2437,2022-00252,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 3.555.460
2438,2023-00098,Ejecutivo,JUZGADO 019 LABORAL DEL CIRCUITO DE CALI,Administrativo,$ 81.553.840
2439,2023-00091,Nulidad y Restablecimiento del Derecho,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 16.098.743
2440,2022-01027,Nulidad y Restablecimiento del Derecho,TRIBUNAL ADMINISTRATIVO DEL VALLE,Administrativo,$ 0
2441,2023-00085,Ordinario Laboral,JUZGADO 020 LABORAL CIRCUITO DE CALI,Laboral,$ 95.886.570
2442,2023-00008,Reparacion Directa,Juzgado 021 Administrativo del Circuito de Cali,Administrativo,$ 582.000.000
2443,2023-00110,Acción Popular,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 0
2444,2023-00008,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 20.162.304
2445,2022-00294,Nulidad y Restablecimiento del Derecho,JUZGADO 021 CONTENCIOSO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CALI,Administrativo,$ 21.881.312
2446,2023-00021,Nulidad y Restablecimiento del Derecho,JUZGADO 021 CONTENCIOSO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CALI,Administrativo,$ 1.198.206
2447,2023-00029,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 90.056.192
2448,2023-00033,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 208.771.024
2449,2023-00040,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 306.996.224
2450,2019-00320,Nulidad y Restablecimiento del Derecho,JUZGADO 018 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 16.554.217
2451,2023-00035,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 244.212.304
2452,2023-00041,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 182.552.960
2453,2022-00276,Nulidad y Restablecimiento del Derecho,JUZGADO 007 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 936.900
2454,2023-00049,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 148.781.190
2455,2023-00039,Nulidad y Restablecimiento del Derecho,JUZGADO 007 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 276.252.992
2456,2022-00238,Acción Popular,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 0
2457,2023-00096,Ordinario Laboral,Juzgado 002 Laboral del Circuito de Cali,Laboral,$ 56.584.931
2458,2023-00040,Nulidad y Restablecimiento del Derecho,JUZGADO 007 ADMINISTRATIVO DEL CIRCUITO DE CALI,Administrativo,$ 278.320.672
2459,2023-00066,Nulidad y Restablecimiento del Derecho,Juzgado 021 Administrativo del Circuito de Cali,Administrativo,$ 97.226.857
2460,2022-00237,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 1.206.826
2461,2021-00152,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 1.661.777
2462,2021-00177,Ejecutivo,JUZGADO 017 ADMINISTRATIVO ORAL DEL CIRCUITO,Administrativo,$ 4.725.745
2463,2023-00053,Nulidad y Restablecimiento del Derecho,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 586.457.699
2464,2022-00250,Nulidad y Restablecimiento del Derecho,JUZGADO 020 ADMINISTRATIVO MIXTO DEL CIRCUITO DE CALI,Administrativo,$ 48.768.825
2465,2023-00072,Nulidad y Restablecimiento del Derecho,JUZGADO 015 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 8.666.550
2466,2023-00097,Reparacion Directa,JUZGADO 016 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 1.698.688.256
2467,2023-00034,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 275.080.891
2468,2023-00106,Nulidad y Restablecimiento del Derecho,JUZGADO 021 CONTENCIOSO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CALI,Administrativo,$ 129.191.420
2469,2023-00081,Nulidad y Restablecimiento del Derecho,JUZGADO 010 ADMINISTRATIVO DE ORALIDAD DEL CIRCUITO DE CALI,Administrativo,$ 58.823.170
2470,2023-00115,Nulidad y Restablecimiento del Derecho,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DE VALLE DEL CAUCA,Administrativo,$ 795.027.000
2471,2023-00061,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 8.064.189
2472,2023-00069,Nulidad y Restablecimiento del Derecho,JUZGADO 009 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 2.049.390
2473,2022-00222,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 15.171.706
2474,2022-00224,Nulidad y Restablecimiento del Derecho,JUZGADO 013 ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,Administrativo,$ 18.395.577
2475,2023-00097,Acción de Cumplimiento,JUZGADO 002 ADMINISTRATIVO DE ORALIDAD DE CALI,Administrativo,$ 0
